idx,subset,ref,wr_9A_global_rl_heavy,wr_9A_global_balanced,wr_9A_global_rougel_heavy,wr_9B_lugswa_rl_heavy,wr_9B_lugswa_balanced,wr_9B_lugswa_rougel_heavy,wr_9C_direct_BGE_top5,wr_9C_direct_BGE_top10,wr_9C_direct_BGE_top20,wr_9_routed,wr_stage5_routed
5725,Lug_Uga,Abantu bakulu bonna abalina Enziku bajjanjabwa na ddagala eritta obuwuka bwa bbakitiiriya. Eddagala ,0.1303,0.1303,0.1303,0.0909,0.0753,0.0753,0.0753,0.0798,0.0462,0.0909,0.0798
5726,Lug_Uga,Akawuka kano kajja kuzuulibwa oluvannyuma lwa kiseera eky'akawuka mwe kabeera katannatuuka kuzuulibw,0.0713,0.0713,0.0713,0.0553,0.0553,0.0553,0.0553,0.0553,0.0548,0.0553,0.0553
5727,Lug_Uga,"Yee, waliwo emikutu gya yintaneeti n'ebifo ebijjanjabirwamu eby'omu kitundu ebisobola okukuwa ebikoz",0.0529,0.0529,0.0529,0.0308,0.0308,0.0308,0.0529,0.0529,0.0529,0.0308,0.0218
5728,Lug_Uga,"Nedda, Panadol tasobola kuziyiza kukwatibwa Kawuka akaleeta Siriimu. Panadol ddagala eriweweeza ku b",0.74,0.74,0.74,0.74,0.74,0.74,0.1015,0.74,0.74,0.74,0.0957
5729,Lug_Uga,"Yee, kya bulijjo okufuna enkyukakyuka mu mbeera z'enneewulira mu kiseera ky'okuvubuka. Obusannyalaze",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.152
5730,Lug_Uga,Abantu abalina Akawuka akaleeta Siriimu basobola okwennyamira. Obubonero bw'okwennyamira mulimu okuw,0.1227,0.1227,0.1227,0.1233,0.1233,0.1233,0.1233,0.133,0.133,0.1233,0.1233
5731,Lug_Uga,Bw’oba n’Akawuka akaleeta Obulwadde bw'Ekikaba nga Kiramidiya obeera mu katyabaga ka maanyi okukwati,0.74,0.74,0.74,0.74,0.74,0.74,0.0607,0.0607,0.0607,0.74,0.74
5732,Lug_Uga,Abantu abamu balowooza nti tebali mu katyabaga ka kukwatibwa kawuka ate abalala batya okumanya ebivu,0.0878,0.0878,0.0878,0.74,0.1013,0.1013,0.1013,0.1013,0.1013,0.74,0.1013
5733,Lug_Uga,Singa omuntu yeenyigidde mu kwegatta okutaliimu kwetangira era nga tamanyi mbeera ya bulamu bwa mube,0.74,0.74,0.74,0.74,0.74,0.74,0.1043,0.1043,0.1043,0.74,0.74
5734,Lug_Uga,"Mazima ddala, abasawo weebali okukuyamba, era bamanyi bulungi ebibuuzo bino.",0.0673,0.0673,0.0673,0.1423,0.1423,0.1423,0.0694,0.0694,0.0077,0.1423,0.1423
5735,Lug_Uga,Si bwe kiri n'akatono; kitundu ku kubeera n'obuvunaanyizibwa n'okukuuma mwembi nga temuli mu katyaba,0.0435,0.0435,0.0435,0.1057,0.0529,0.1057,0.0529,0.0,0.1057,0.1057,0.0529
5736,Lug_Uga,Omubeezi wo ajja kufuna obumu ku bubonero bw'obulwadde bwa Kiramidiya okugeza okulumizibwa ng'afuuyi,0.0911,0.0911,0.0911,0.0911,0.0911,0.0911,0.0911,0.0911,0.0911,0.0911,0.0911
5737,Lug_Uga,"Kya bulijjo okukyuka mu ndabika y'omubiri mu kiseera ky'okuvubuka, era kisobola okutwala ekiseera ok",0.1156,0.1156,0.74,0.74,0.74,0.74,0.0987,0.1156,0.1156,0.74,0.0987
5738,Lug_Uga,Okwemazisa kikolwa kya bulijjo abantu bangi kye beenyigiramu mu bulamu bwabwe bwonna. Eri abantu aba,0.3192,0.3192,0.3192,0.3192,0.3192,0.3192,0.1313,0.1313,0.1313,0.3192,0.0508
5739,Lug_Uga,"Obuwangwa busobola okufuga engeri gye tutunuuliramu okwegatta n’omukwano, era nga kikulu okufa ku mp",0.0925,0.0925,0.0925,0.12,0.0622,0.0622,0.0622,0.148,0.148,0.12,0.0622
5740,Lug_Uga,"Kiyinza okwongera ku katyabaga k'okukwatibwa Obulwadde bw'Ekikaba, noolwekyo kirungi okukeberebwanga",0.11,0.11,0.11,0.0296,0.0296,0.0296,0.0617,0.11,0.11,0.0296,0.0296
5741,Lug_Uga,"Yee, omuwendo gw’Akawuka akaleeta Siriimu mu musaayi gw’omuntu gukola kinene mu busobozi bwe obw'oku",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5742,Lug_Uga,Okwogera ne bazadde bo oba abakulabirira ku birowoozo byo n’ebikweraliikiriza ng’oli mu kiseera ky'o,0.74,0.74,0.0817,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5743,Lug_Uga,Oyinza okwetaaga okukwekebeza Kabootongo singa:1. Ggwe oba omuntu gwe weegatta naye mubeera n'obubon,0.1003,0.1003,0.1003,0.74,0.74,0.74,0.0826,0.0826,0.0826,0.74,0.0826
5744,Lug_Uga,"Yee, kirungi okukeberebwa Akawuka akaleeta Siriimu ng’oli lubuto, ne bw’oba wakeberebwako nga tonnaf",0.74,0.74,0.74,0.1265,0.1265,0.1265,0.2392,0.74,0.74,0.1265,0.1265
5745,Lug_Uga,"Yee, kya bulijjo nnyo okugejja ng’oli mu myaka gy’obuvubuka. Omubiri gwo guyita mu nkyukakyuka nnyin",0.0827,0.0827,0.1189,0.74,0.74,0.74,0.74,0.74,0.0941,0.74,0.74
5746,Lug_Uga,"Okumanya nti omuntu yeegasse nsonga ya kyama era eba yiye nga omuntu, era erina okwesigamizibwa ku y",0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.1185,0.0759
5747,Lug_Uga,Okumira eddagala eriweweeza ku Kawuka akaleeta Siriimu ng'oli ku ssomero kisobola okukolebwa obulung,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5748,Lug_Uga,"Kitegeeza okwenyigira mu bikolwa byonna eby'okwegatta, omuli okunywegera, okwekwatirira, oba okwegat",0.0267,0.0267,0.0267,0.0267,0.0267,0.0267,0.0267,0.023,0.023,0.0267,0.0267
5749,Lug_Uga,"Yee, eddagala eriweweeza ku Kawuka akaleeta Siriimu likozesebwa okukakkakkanya n'okukajjanjaba. Liya",0.1156,0.1156,0.1156,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1156
5750,Lug_Uga,Okukola ku nkyukakyuka ezijja ku lususu nga embalabe oba olususu okubaako ekirungo ekiseerera bituuk,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5751,Lug_Uga,Akawuka akaleeta Siriimu tekasobola kusaasaanyizibwa kuyita mu misale gya jjirita oba emisale egiva ,0.4023,0.4023,0.4023,0.74,0.74,0.74,0.74,0.4023,0.0851,0.74,0.1905
5752,Lug_Uga,"Yee, enkola z'ekizaalaggumba ziziyiza okufuna olubuto naye tezikutangira kukwatibwa Buwuka buleeta B",0.5453,0.5453,0.5453,0.5453,0.5453,0.5453,0.5453,0.5453,0.5453,0.5453,0.5453
5753,Lug_Uga,"Enziku bw'etajjanjabwa esobola okukwata nnabaana, ebisawo by'amagi agazaala n'enseke. Kino kisobola ",0.0218,0.0218,0.0105,0.0218,0.0604,0.0218,0.0105,0.0105,0.0105,0.0218,0.0218
5754,Lug_Uga,"Yee, okukebera omusaayi kusobola okuzuula oba omuntu alina Akawuka akaleeta Siriimu oba takalina era",0.089,0.1306,0.074,0.74,0.74,0.074,0.089,0.089,0.1357,0.74,0.0772
5755,Lug_Uga,Kino kye kiseera w’obeerera ng'olina Akawuka akaleeta Siriimu n’Akafuba mu kiseera kye kimu.,0.1708,0.1708,0.1708,0.74,0.74,0.74,0.74,0.74,0.0617,0.74,0.1708
5756,Lug_Uga,Engeri yokka ey’okwewalira ddala Kiramidiya era amanyiddwa nga Akawuka ka Kiramidiya akalwaza Ebitun,0.0925,0.0925,0.0925,0.74,0.74,0.74,0.0925,0.0925,0.0925,0.74,0.74
5757,Lug_Uga,"Kisingako okwewala okunywegera omuntu alina ebbwa essajjufu ku mumwa, kubanga Kisipi asobola okusaas",0.1893,0.1893,0.1893,0.1893,0.1893,0.1893,0.0185,0.1893,0.1893,0.1893,0.1003
5758,Lug_Uga,Akawuka akaleeta Tuliici kagwa mu kibinja kya pulotozowa ekisangibwa mu nsolo ne mu bantu. Kaava mu ,0.74,0.74,0.74,0.74,0.74,0.74,0.0733,0.0733,0.0733,0.74,0.74
5759,Lug_Uga,Okubeera mu kisaawe ky'ebyobulamu okumala ebbanga eddene kitegeeza nti abasawo bawulidde ebibuuzo eb,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5760,Lug_Uga,"PrEP etera okukozesebwa nga embeera eteeka omuntu mu katyabaga k'okukwatibwa Siriimu tennabaawo, sso",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5761,Lug_Uga,Engeri yokka ey’okwewalira ddala Kiramidiya era amanyiddwa nga Akawuka ka Kiramidiya akalwaza Ebitun,0.1589,0.1589,0.1589,0.74,0.74,0.74,0.1589,0.1814,0.1814,0.74,0.1814
5762,Lug_Uga,Enziku kawuka akaleeta obulwadde bw'ekikaba ak'ekika kya bbakitiiriya ekeeyoleka ennyo era nga kaziy,0.74,0.74,0.74,0.74,0.74,0.74,0.0941,0.0941,0.0941,0.74,0.74
5763,Lug_Uga,Okukomola abaami kuzzenga kulagibwa nti kukendeeza ku mikisa gy’okusaasaanya Kabootongo mu kunoonyer,0.0577,0.0577,0.0577,0.0577,0.0577,0.0577,0.0577,0.0577,0.0577,0.0577,0.0577
5764,Lug_Uga,Okukolagana n'abalwadde b'Endwadde z'Ekikaba awatali kubasosola kyetaagisa nnyo okutumbula okusaasir,0.0624,0.0624,0.0624,0.74,0.74,0.74,0.0624,0.0,0.0,0.74,0.74
5765,Lug_Uga,Embeera eyeetooloolera ku kubalukawo n’okusaasaana ennyo okw’obulwadde bwa Kabootongo mu Bulaaya ey’,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1248
5766,Lug_Uga,"Yee, eddagala erigema erya bacille Calmette-Guérin (BCG) lisobola okukuuma omuntu okuva eri endwadde",0.0914,0.0914,0.0914,0.1076,0.1076,0.1076,0.0529,0.0914,0.0661,0.1076,0.1076
5767,Lug_Uga,Kiramidiya era amanyiddwa nga Akawuka ka Kiramidiya akalwaza Ebitundu by'ekyama n'omuyitiro gw'omusu,0.0944,0.0944,0.1039,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1439
5768,Lug_Uga,Obulwadde bwa Kisipi busobola okukeberebwa n’okukakasibwa mu ddwaaliro mwokka. Tosobola kumukeberera,0.5103,0.5103,0.5103,0.74,0.74,0.74,0.5103,0.5103,0.5044,0.74,0.5103
5769,Lug_Uga,Ekitongole ky’Ebyobulamu mu Nsi yonna kikola omulimu munene mu kulwanyisa Akawuka akaleeta Siriimu/S,0.1312,0.74,0.1312,0.74,0.74,0.74,0.0929,0.0929,0.0929,0.74,0.1312
5770,Lug_Uga,"Okubeera omwetegefu okwegatta kitegeeza okubeera omutebenkevu mu birowoozo ne mu mubiri, okutegeera ",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5771,Lug_Uga,"Nedda, Enziku bulwadde bwa kikaba. Obufuna weegasse na muntu alina akawuka akagireeta. Oyinza okuba ",0.74,0.74,0.74,0.74,0.74,0.74,0.0673,0.0673,0.0673,0.74,0.74
5772,Lug_Uga,Abavubuka abalina Akawuka akaleeta Siriimu boolekagana n'okusoomoozebwa okw'enjawulo okuyinza okukos,0.0949,0.0949,0.0949,0.74,0.74,0.74,0.131,0.74,0.1026,0.74,0.74
5773,Lug_Uga,"Nedda, tewali bujulizi bulaga nti obujjanjabi bw'Akawuka akaleeta Siriimu bukwatagana n'eddagala eri",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0947
5774,Lug_Uga,Okukola eddagala erigema Akawuka akaleeta Siriimu erikola obulungi kizuuliddwa nti kizibu nnyo olw’e,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1715,0.74,0.74
5775,Lug_Uga,"Si kituufu nti; obuvubuka bwa njawulo eri buli muntu, noolwekyo enkyukakyuka mu mubiri gwo ziyinza o",0.74,0.74,0.74,0.74,0.74,0.74,0.1016,0.1075,0.1075,0.74,0.0958
5776,Lug_Uga,Bw’oba weegatta n’omuntu alina Akawuka akaleeta Siriimu era ng’afaayo ku mbeera yo naye ng’otya okwe,0.1545,0.1545,0.74,0.74,0.74,0.74,0.1545,0.1545,0.1545,0.74,0.1545
5777,Lug_Uga,Akawuka akaleeta Siriimu si kibonerezo kya kufa. Osobola okuwangaalira mu bulamu obulungi era n'otuu,0.1361,0.1361,0.1361,0.0972,0.1758,0.1758,0.1758,0.0972,0.0972,0.0972,0.1361
5778,Lug_Uga,"Gendako ew'omusawo okukeberebwa n'okujjanjabibwa, tolinda!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5779,Lug_Uga,Okuyiga engeri ennungi ez'okwolesaamu ebirowoozo byo n'okukwatamu obutakkaanya kikulu nnyo mu kiseer,0.1167,0.1167,0.1167,0.74,0.74,0.74,0.1201,0.1167,0.1167,0.74,0.74
5780,Lug_Uga,PEP kwe kujjanjaba okukolebwa mu bwangu okukendeeza ku bulabe bw’okukwatibwa Akawuka akaleeta Siriim,0.1552,0.1552,0.1552,0.74,0.74,0.74,0.1499,0.1499,0.1499,0.74,0.74
5781,Lug_Uga,"Okuwakula oba okuggyamu olubuto, oba okuggyawo olubuto, kusobola okubaawo olw’ensonga ez’enjawulo, e",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5782,Lug_Uga,Okukozesa enkola ey'okwekebera Akawuka akaleeta Siriimu/Siriimu kizingiramu emitendera gino wammanga,0.093,0.093,0.093,0.093,0.093,0.093,0.1228,0.1267,0.1044,0.093,0.1228
5783,Lug_Uga,Engeri yokka ey’okwewalira ddala Kiramidiya era amanyiddwa nga Akawuka ka Kiramidiya akalwaza Ebitun,0.1814,0.1814,0.1814,0.74,0.74,0.74,0.1814,0.1814,0.1814,0.74,0.74
5784,Lug_Uga,Obulwadde obujjawo olw'omubiri okukwatibwa Akawuka akaleeta Siriimu zireetebwa obuwuka obw'enjawulo ,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5785,Lug_Uga,Embeerabantu okwagazisa abantu okukozesa obupiira kugendererwamu okwongera ku kumanyibwa kw'obupiira,0.0994,0.0994,0.0994,0.74,0.74,0.74,0.0714,0.0794,0.0794,0.74,0.74
5786,Lug_Uga,"Okukola ku ky'okupikirizibwa emikwano n'ebikusuubirwamu abantu kusobola okuba eky'okusoomooza, naye ",0.74,0.74,0.74,0.74,0.74,0.74,0.1057,0.1165,0.1165,0.74,0.74
5787,Lug_Uga,Obuleega (obw’abawala) n'obuwale bw'omunda (bw’abalenzi) buwa obuwagizi buyamba n'okutenkeza omubiri,0.74,0.74,0.74,0.74,0.74,0.74,0.0846,0.74,0.74,0.74,0.74
5788,Lug_Uga,Obuwuka obuleeta Obulwadde bw'Ekikaba busobola okuleetera abantu ebizibu eby'enjawulo n'ekitundu oku,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0984,0.0984,0.74,0.74
5789,Lug_Uga,"Yee, kubanga teziyiza kusaasaana kwa Buwuka buleeta Bulwadde bwa Kikaba, era , era okukozesa obupiir",0.229,0.28,0.229,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.0285
5790,Lug_Uga,Buli ddagala lirina ebiragiro (amateeka) ku ngeri y’okulimira. Soma ebiragiro era obigoberere bulung,0.74,0.74,0.74,0.74,0.74,0.74,0.0372,0.0634,0.0578,0.74,0.74
5791,Lug_Uga,Okuteekawo embeera ey'obwerufu era etasala musango mu kukubaganya ebirowoozo ku Kawuka akaleeta Siri,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5792,Lug_Uga,Singa mukwano gwo aba alina obweraliikirivu ku busobozi obw'okubeera mu katyabaga k'okukwatibwa Akaw,0.1026,0.1026,0.1026,0.2176,0.2176,0.2176,0.1044,0.17,0.17,0.2176,0.1177
5793,Lug_Uga,"Yee, okubeera omwesimbu kikulu kubanga kiraga nti naawe ofaayo ku bulamu bwabwe.",0.0322,0.0493,0.0322,0.0548,0.0548,0.74,0.0493,0.0493,0.0493,0.0548,0.0448
5794,Lug_Uga,"Yee, kisoboka omuntu okukwatibwa Obuwuka obuleeta Obulwadde bw'Ekikaba oba Endwadde z'Ekikaba emirun",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5795,Lug_Uga,"Yee, mboozi nkulu esobola okuyamba okukuuma mwembi nga temuli mu katyabaga.",0.037,0.037,0.037,0.0548,0.0548,0.0548,0.0,0.0,0.0759,0.0548,0.0548
5796,Lug_Uga,Olw’enkolagana y’obulwadde obusaasaana wakati w'Akawuka akaleeta Siriimu n’okukozesa ebiragalalagala,0.1066,0.1066,0.1066,0.74,0.74,0.74,0.1066,0.1066,0.1066,0.74,0.74
5797,Lug_Uga,"Okutwalira awamu, Obuwuka obuleeta Obulwadde bw'Ekikaba obusinga obungi tebulaga bubonero, nga noolw",0.1451,0.1451,0.1451,0.1451,0.1388,0.1388,0.1451,0.1321,0.0748,0.1451,0.0
5798,Lug_Uga,Bw’oba weegasse n’omuntu alina Akawuka akaleeta Siriimu oba Akawuka akaleeta Obulwadde bw'Ekikaba ak,0.167,0.167,0.167,0.74,0.74,0.74,0.167,0.167,0.167,0.74,0.167
5799,Lug_Uga,"Obulwadde buno obwa Kisipi akwata Ebitundu by'ekyama oba Akawuka ka Vvayiraasi akaleeta Kisipi, era ",0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.188,0.164,0.188,0.2421
5800,Lug_Uga,"Mu kiseera kino, Omusujja gw'ekibumba ogwa B tegulina ddagala; obujjanjabi businziira ku ddaala ly'o",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5801,Lug_Uga,Kikkirizibwa ddala era kikubirizibwa okunoonya okulambikibwa n'amagezi okuva mu bantu abakulu abeesi,0.184,0.184,0.184,0.184,0.184,0.1002,0.184,0.184,0.184,0.184,0.1002
5802,Lug_Uga,"Yee, Kiramidiya atajjanjabiddwa asobola okuvaako obuzibu obuyinza okuleetera omwami okulumizibwa ng'",0.0858,0.0858,0.0858,0.0858,0.0858,0.0858,0.0858,0.0858,0.0602,0.0858,0.0342
5803,Lug_Uga,Okubeera n’Obuwuka obuleeta Obulwadde bw’Ekikaba kisobola okwongera ku katyabaga k'okukwatibwa oba o,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5804,Lug_Uga,Obusannyalaze bw'omubiri busobola okufuga enneewulira yo ey’okwegomba okwegatta n'obwagazi bwo ng’ol,0.162,0.162,0.162,0.74,0.74,0.74,0.162,0.162,0.162,0.74,0.1126
5805,Lug_Uga,"Okukwatibwa ebika by'Akawuka akaleeta Siriimu ebisukka ku kimu kiyitibwa ""okulwalannakabirye"". Embee",0.0915,0.0915,0.1009,0.74,0.74,0.74,0.1246,0.1246,0.1581,0.74,0.0872
5806,Lug_Uga,Okwetakula (okusiiyibwa) mu bitundu by'ekyama oba ebitundu ebirala by'omubiri kayinza okuba akaboner,0.0688,0.0688,0.0688,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0632
5807,Lug_Uga,Bwe kiba bwe kityo oyinza okuba nga olaba abasawo babiri. Kikulu abasawo bombi okumanya eddagala ly’,0.083,0.083,0.0736,0.74,0.74,0.74,0.083,0.083,0.083,0.74,0.74
5808,Lug_Uga,Kya nnaku okuwulira embeera enzibu omulenzi ono gy'ayitamu. Kikulu okumuyamba n'okumulambika mu kise,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.063
5809,Lug_Uga,Ensonga lwaki abantu abamu abamanyi embeera yaabwe ey’Akawuka akaleeta Siriimu bagenda mu maaso n'ok,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5810,Lug_Uga,"Ebbanga erimalibwa mu nsonga litera okumala wakati w'ennaku 3 ne 7, naye era, lino lisobola okwawuka",0.1672,0.1672,0.1672,0.1672,0.1672,0.1672,0.1672,0.1672,0.1093,0.1672,0.1672
5811,Lug_Uga,Okubeera olubuto kitera okuwerekerwako obubonero obw'enjawulo wadde nga buno butera okukyuka okuva k,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1057,0.74,0.0868
5812,Lug_Uga,Obujjanjabi obutuufu buwonya Enziku era kikulu okumira eddagala lyonna eriwereddwa abasawo okusobola,0.0506,0.0506,0.0506,0.0506,0.0506,0.0506,0.0506,0.0506,0.0506,0.0506,0.0685
5813,Lug_Uga,Okukozesa obupiira n'okugemebwa Akawuka ka Vvayiraasi akaleeta Ensundo zombi nkola nnungi ez'okutang,0.0536,0.0536,0.0536,0.0536,0.0536,0.0536,0.0536,0.0536,0.0536,0.0536,0.0536
5814,Lug_Uga,"Okulya emmere erimu ebiriisa byonna kikulu eri buli muntu, nga mw'otwalidde n'abo abalina Akawuka ak",0.0906,0.74,0.0906,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1022
5815,Lug_Uga,"Singa omuntu akabassanyizibwa oba okusobezebwako omuntu alina Akawuka akaleeta Siriimu, kikulu nnyo ",0.1096,0.1233,0.1096,0.74,0.74,0.74,0.1533,0.74,0.1355,0.74,0.74
5816,Lug_Uga,Omusujja gw'ekibumba ogwa B gukakasibwa okuyita mu kebera okw'enjawulo okw'akawuka akaguleeta. Waliw,0.0992,0.0992,0.0992,0.0888,0.0888,0.0888,0.0785,0.0992,0.0992,0.0888,0.0888
5817,Lug_Uga,"Abantu abatalaga bubonero bwa Kawuka kaleeta Siriimu abatera okuyitibwa ""Bassekinnoomu abalina Akawu",0.1138,0.1291,0.1578,0.1578,0.1189,0.1189,0.1595,0.1595,0.177,0.1578,0.15
5818,Lug_Uga,Obutakozesa nkola eweweeza ku Kawuka akaleeta Siriimu ng'owangaala nako kiyinza okuvaamu ebizibu eby,0.0754,0.0754,0.0754,0.74,0.74,0.74,0.1306,0.1306,0.1306,0.74,0.74
5819,Lug_Uga,"Yogerako n’omuntu gwe weesiga oba wandiika enneewulira zo, kubanga toli wekka.",0.0231,0.0231,0.0231,0.0231,0.0231,0.0231,0.0,0.0099,0.0099,0.0231,0.0231
5820,Lug_Uga,"Obuwuka bungi obuleeta Obulwadde bw'Ekikaba busbola obutalaga bubonero, ekitegeeza nti omuntu asobol",0.1254,0.1254,0.1254,0.74,0.0498,0.74,0.0522,0.0498,0.0498,0.74,0.0
5821,Lug_Uga,"Enkola eweweeza Akawuka akaleeta Siriimu, nga buno bwe bujjanjabi obw’omutindo eri Akawuka akaleeta ",0.0917,0.1432,0.0917,0.1432,0.1226,0.1226,0.74,0.1661,0.1661,0.1432,0.1432
5822,Lug_Uga,"Yee, abavubuka bangi batandika okukula enviiri mu ffeesi ne ku mubiri nga bali mu myaka gy’obuvubuka",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5823,Lug_Uga,"Muwulirize buwuliriza, beerawo, era omuyambe okufuna ebikozesebwa ebituufu oba omusawo.",0.0569,0.0569,0.0569,0.0156,0.0156,0.0156,0.0156,0.0569,0.0569,0.0156,0.0156
5824,Lug_Uga,"Okuzuula nti omubeezi wo alina Akawuka akaleeta Siriimu kusobola okukusoomooza mu ndowooza, naye kik",0.132,0.132,0.132,0.1873,0.1873,0.1873,0.1873,0.1873,0.135,0.1873,0.1873
5825,Lug_Uga,Okwekebera Akawuka akaleeta Siriimu okw'okweyambisa obukebera obw'okutonnyezaako omusaayi bwe kuba n,0.1378,0.1378,0.1378,0.74,0.74,0.74,0.74,0.1378,0.1378,0.74,0.74
5826,Lug_Uga,"Okulya emmere erimu ebiriisa byonna kikulu eri buli muntu, nga mw'otwalidde n'abo abalina Akawuka ak",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.0993
5827,Lug_Uga,"Engeri esinga ey'okwetangira okukwatibwa Akawuka akaleeta Siriimu kwe kwewala okwegatta. Wabula, bw’",0.0714,0.74,0.74,0.74,0.74,0.74,0.103,0.74,0.74,0.74,0.1439
5828,Lug_Uga,"Bw’oba ozibuwalirwa okumalako n'enkyukakyuka mu busannyalaze bw'omubiri, wano waliwo emitendera gy’o",0.132,0.132,0.141,0.74,0.74,0.74,0.74,0.74,0.1487,0.74,0.74
5829,Lug_Uga,Akawuka akaleeta Siriimu vvayiraasi erwaza wamu n'okwekubisiza mu butaffaali bw'obwerinzi bw'omubiri,0.1122,0.1122,0.1122,0.74,0.74,0.74,0.74,0.1176,0.0932,0.74,0.74
5830,Lug_Uga,"Okwewala okwegatta nga tonnafumbirwa kikusalawo wa muntu ssekinnoomu okusinziira ku by'oyagala, by'o",0.1057,0.1057,0.1057,0.74,0.74,0.74,0.1337,0.74,0.74,0.74,0.0731
5831,Lug_Uga,Okugimuka bye biseera omubiri gwo we gukulira amangu mu bbanga ettono. Kino kiva ku busannyalaze bw',0.1088,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5832,Lug_Uga,Okwekebeza okwa buli kiseera: Genda ew'omusawo buli kiseera okwekebejjebwa n’okukeberebwa obulamu bw,0.0882,0.0882,0.0882,0.082,0.0532,0.082,0.0532,0.0532,0.0532,0.082,0.0692
5833,Lug_Uga,"Bw’oba okeberebwa obulwadde bw’ekikaba, obutamanyibwa mannya oluusi kikulu nnyo. Amalwaliro agamu ol",0.1065,0.1065,0.1028,0.734,0.734,0.734,0.1028,0.1065,0.0384,0.734,0.1028
5834,Lug_Uga,"Akawuka akaleeta Siriimu kasobola okulwaza abantu ssekinnoomu ab’ebibinja by’omusaayi byonna, era te",0.1556,0.1556,0.1556,0.74,0.74,0.1968,0.1556,0.74,0.74,0.74,0.1968
5835,Lug_Uga,"Tuliici ayinza obutalaga bubonero mu baami, naye mu bakyala, buno buyinza okubaamu amazzi agawunya o",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.1313,0.0747,0.74,0.74
5836,Lug_Uga," Yee, kisoboka omuntu alina Akawuka akaleeta Siriimu oba Siriimu okufumbiriganwa oba okubeera n’amak",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5837,Lug_Uga,Okukwatibwa n'obutakwatibwa Bulwadde bwa Kikaba si kabonero kalaga buyonjo bwo era okunaaba oluvanny,0.1405,0.1405,0.1405,0.74,0.74,0.74,0.0411,0.0411,0.0411,0.74,0.0474
5838,Lug_Uga,"Yee, kyetaagisa omwana wo okukeberebwa Akawuka akaleeta Siriimu ne bw’oba wamira eddagala ng’oli lub",0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74,0.74
5839,Lug_Uga,"Bw’oba oli lubuto era ng’olina Akawuka akaleeta Siriimu, waliwo enkola ezimanyiddwa obulungi ez’okuk",0.1407,0.1407,0.1175,0.1721,0.1407,0.1407,0.1657,0.1175,0.1175,0.1721,0.1407
5840,Lug_Uga,Okwegatta okutateeka bulamu mu katyabaga ze nkola ezikendeeza ku katyabaga k'okusaasaanya Obuwuka ob,0.74,0.74,0.74,0.74,0.74,0.74,0.1721,0.1005,0.1005,0.74,0.74
5841,Lug_Uga,"Obulwadde bwa Kisipi, singa tebujjanjabibwa, busobola okuvaako embeera eziyinza okutta omuntu. Mu ba",0.1251,0.1251,0.1251,0.1251,0.1251,0.1251,0.0453,0.1251,0.1251,0.1251,0.1251
